mission_id,origin,destination,departure_utc,departure_time_j2000_s,travel_days,payload_mass_kg,departure_orbit_km,arrival_orbit_km,departure_distance_au,arrival_distance_au,mean_distance_au,min_distance_au,departure_solar_flux_w_m2,mean_solar_flux_w_m2,dv_ejection_mps,dv_injection_mps,dv_total_mps,phase_angle_deg,transfer_angle_deg,long_way,correction_reserve_dv_mps,best_architecture,best_stage_count,best_launch_mass_kg,best_total_loaded_propellant_kg,best_total_boiloff_mass_kg,best_total_tank_mass_kg,best_tank_carry_proxy_kg,best_total_dry_mass_kg,best_architecture_realism_penalty_kg,best_total_penalty_kg,best_stage_1_role,best_stage_1_segment,best_stage_1_propellant,best_stage_1_engine_key,best_stage_1_engine_count,best_stage_1_engine_isp_seconds,best_stage_1_engine_thrust_kn,best_stage_1_total_engine_mass_kg,best_stage_1_available_thrust_kn,best_stage_1_dv_mps,best_stage_1_storage_days,best_stage_1_boiloff_fraction,best_stage_1_loaded_propellant_kg,best_stage_1_burn_propellant_kg,best_stage_1_boiloff_mass_kg,best_stage_1_tank_mass_kg,best_stage_1_structure_mass_kg,best_stage_1_dry_mass_kg,best_stage_1_initial_mass_kg,best_stage_1_penalty_kg,best_stage_1_reason,best_stage_2_role,best_stage_2_segment,best_stage_2_propellant,best_stage_2_engine_key,best_stage_2_engine_count,best_stage_2_engine_isp_seconds,best_stage_2_engine_thrust_kn,best_stage_2_total_engine_mass_kg,best_stage_2_available_thrust_kn,best_stage_2_dv_mps,best_stage_2_storage_days,best_stage_2_boiloff_fraction,best_stage_2_loaded_propellant_kg,best_stage_2_burn_propellant_kg,best_stage_2_boiloff_mass_kg,best_stage_2_tank_mass_kg,best_stage_2_structure_mass_kg,best_stage_2_dry_mass_kg,best_stage_2_initial_mass_kg,best_stage_2_penalty_kg,best_stage_2_reason,best_stage_3_role,best_stage_3_segment,best_stage_3_propellant,best_stage_3_engine_key,best_stage_3_engine_count,best_stage_3_engine_isp_seconds,best_stage_3_engine_thrust_kn,best_stage_3_total_engine_mass_kg,best_stage_3_available_thrust_kn,best_stage_3_dv_mps,best_stage_3_storage_days,best_stage_3_boiloff_fraction,best_stage_3_loaded_propellant_kg,best_stage_3_burn_propellant_kg,best_stage_3_boiloff_mass_kg,best_stage_3_tank_mass_kg,best_stage_3_structure_mass_kg,best_stage_3_dry_mass_kg,best_stage_3_initial_mass_kg,best_stage_3_penalty_kg,best_stage_3_reason,best_stage_4_role,best_stage_4_segment,best_stage_4_propellant,best_stage_4_engine_key,best_stage_4_engine_count,best_stage_4_engine_isp_seconds,best_stage_4_engine_thrust_kn,best_stage_4_total_engine_mass_kg,best_stage_4_available_thrust_kn,best_stage_4_dv_mps,best_stage_4_storage_days,best_stage_4_boiloff_fraction,best_stage_4_loaded_propellant_kg,best_stage_4_burn_propellant_kg,best_stage_4_boiloff_mass_kg,best_stage_4_tank_mass_kg,best_stage_4_structure_mass_kg,best_stage_4_dry_mass_kg,best_stage_4_initial_mass_kg,best_stage_4_penalty_kg,best_stage_4_reason,best_stage_5_role,best_stage_5_segment,best_stage_5_propellant,best_stage_5_engine_key,best_stage_5_engine_count,best_stage_5_engine_isp_seconds,best_stage_5_engine_thrust_kn,best_stage_5_total_engine_mass_kg,best_stage_5_available_thrust_kn,best_stage_5_dv_mps,best_stage_5_storage_days,best_stage_5_boiloff_fraction,best_stage_5_loaded_propellant_kg,best_stage_5_burn_propellant_kg,best_stage_5_boiloff_mass_kg,best_stage_5_tank_mass_kg,best_stage_5_structure_mass_kg,best_stage_5_dry_mass_kg,best_stage_5_initial_mass_kg,best_stage_5_penalty_kg,best_stage_5_reason
6193,Mercury,Venus,2031-06-23T16:38:34Z,993271114.679634,43.402007,564.28846,332.441797,838.629749,0.362878,0.728199,0.545539,0.362878,10335.632397,4573.063064,8820.441677,2902.538676,11722.980353,79.413139,148.161932,False,300,lox_lh2__lox_lh2__nto_mmh__nto_mmh,4,66013.797056,51720.535682,1687.179456,8301.065796,10503.210635,13728.972913,5400,7483.68634,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4057.403171,0.915779,0.029372,40054.558531,38878.090068,1176.468464,6653.666605,593.334278,10774.000882,66013.797056,1320.275941,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2822.541337,2.197871,0.069048,7367.070845,6858.38687,508.683975,1248.522965,276.152372,2074.675336,15185.237642,303.704753,,departure_upper,Departure,nto_mmh,aj10_190,1,319,43.7,110,43.7,1940.497169,4.395741,0.000119,2654.908508,2654.592165,0.316343,243.006807,170.777583,523.78439,5743.49146,357.113703,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,3202.538676,43.402007,0.001041,1643.997798,1642.287123,1.710674,155.86942,90.642885,356.512304,2564.798562,102.591942,,,,,,,,,,,,,,,,,,,,,,
6194,Saturn,Uranus,2032-08-20T00:45:42Z,1029847542.80126,10114.87685,3689.460057,115999.590762,42582.828703,9.014357,18.509566,13.761962,9.014357,16.74899,7.186169,6870.223807,280.409134,7150.632941,359.247365,126.808033,False,214.518988,lox_lh2__lox_lh2__nto_mmh,3,52261.968982,37380.53141,111.788258,6399.177865,7657.493894,11191.977515,3600,5077.54508,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,3984.729808,2.460117,0.000319,30995.726568,30985.838231,9.888337,5269.977501,534.820008,9331.797509,52261.968982,1045.23938,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2885.493999,8.610408,0.001116,5594.855098,5588.610491,6.244608,1000.0847,198.085041,1499.169741,11934.444904,238.688898,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,494.928122,10114.87685,0.12109,789.949744,694.294431,95.655313,129.115664,121.894601,361.010265,4840.420065,193.616803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,Earth,Uranus,2034-08-24T02:57:58Z,1093273078.05035,6989.252029,262.456136,626.727246,147844.019506,1.011135,18.307756,9.659446,1.011135,1331.188267,14.586588,9992.029972,1531.43715,11523.467122,125.948799,214.228229,True,300,lox_lh2__lox_lh2__nto_mmh__nto_mmh,4,52432.485738,40312.603792,189.369543,6608.765695,7849.894572,11857.42581,5400,6848.043044,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4596.333787,0.981256,0.003346,33883.326409,33769.948528,113.37788,5635.81116,480.30871,9643.11987,52432.485738,1048.649715,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,3197.449591,2.355015,0.008012,4560.442198,4523.904388,36.53781,774.391718,231.840476,1556.232194,8906.039459,178.120789,,departure_upper,Departure,nto_mmh,aj10_190,1,319,43.7,110,43.7,2198.246594,4.710029,0.000094,1407.996756,1407.864568,0.132188,128.95129,151.886368,390.837658,2789.365067,181.651314,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1831.43715,6989.252029,0.085326,460.838429,421.516764,39.321665,69.611526,87.624561,267.236088,990.530654,39.621226,,,,,,,,,,,,,,,,,,,,,,
6196,Mars,Uranus,2037-10-22T03:52:31Z,1193068351.83131,5530.078422,11394.979518,686.162082,71447.672552,1.452567,18.297694,9.87513,1.452567,645.039104,13.95637,8660.894892,927.914067,9588.808959,69.558934,139.854944,False,287.664269,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,285212.862906,223858.157792,690.93253,36868.832487,49731.090664,49959.725595,9500,19677.524268,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,3984.01165,0.516273,0.000794,169169.062246,169034.662997,134.399249,27843.776631,1749.143843,36646.920474,285212.862906,6417.289415,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,2771.486365,1.239056,0.001906,36655.40362,36585.550858,69.852762,6125.594518,695.801213,9021.395731,79396.880185,2183.414205,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1905.396876,2.478112,0.003808,11535.507423,11491.583788,43.923635,1961.720353,370.998258,2934.718611,33720.080834,758.701819,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1215.578336,5530.078422,0.068135,6498.184503,6055.427618,442.756885,937.740984,198.949795,1356.690779,19249.8548,818.118829,,,,,,,,,,,,,,,,,,,,,,
6197,Venus,Earth,2028-04-15T13:14:59Z,892689299.135828,80.809379,15524.12098,698.329327,814.396345,0.719795,1.016721,0.868258,0.719795,2626.882646,1805.347023,9762.694942,2883.134914,12645.829856,29.879264,107.604938,False,300,lox_lh2__lox_ch4__lox_ch4__lox_lh2__lox_ch4,5,1161202.985764,964089.250974,4541.112519,140898.925862,201589.329703,181589.613811,7800,63016.105878,booster,Departure,lox_lh2,rs25e,6,452,2279,21162,13674,3709.824078,0.2,0.001442,658774.306795,657824.441091,949.865705,107286.493479,6926.958093,135375.451572,1161202.985764,37739.097037,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,2635.927634,0.271919,0.000525,186161.419911,186063.741545,97.678366,18970.611685,2532.825554,24703.437239,367053.227396,7352.524615,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,1952.538988,0.475859,0.000918,63732.50929,63674.00034,58.50895,6533.785832,1433.331159,9567.116991,156188.370246,2433.209081,,departure_upper,Departure,lox_lh2,rl10b2,4,465.5,110.1,1204,440.4,1464.404241,0.747778,0.00538,22835.83199,22712.967172,122.864818,3779.91897,791.331933,5775.250903,82888.743965,2279.440459,,cruise_arrival,Arrival,lox_ch4,raptor_vac,1,380,2580,1600,2580,3183.134914,80.809379,0.101647,32585.182987,29272.988307,3312.19468,4328.115896,240.24121,6168.357105,54277.661072,5411.834686,
6198,Venus,Saturn,2039-03-11T17:43:44Z,1236750224.54384,3036.921888,3398.117664,525.258978,138854.277058,0.720654,10.06927,5.394962,0.720654,2620.624057,46.76074,10730.392225,978.456514,11708.848739,100.741734,196.453227,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,190791.637822,153084.925557,2235.530688,25756.902599,35486.636206,34308.594601,19100,25049.388593,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4077.549045,1.44448,0.01034,115224.705921,114033.267971,1191.43795,19320.88274,1246.505781,24094.388521,190791.637822,3815.832756,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,2897.205901,2.88896,0.020573,24773.274405,24263.605573,509.668832,4232.791638,494.824788,6377.616426,51472.54338,1286.813584,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2146.078445,5.055681,0.035725,7907.616133,7625.115848,282.500285,1378.835448,342.145827,2270.981275,20321.652549,406.433051,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1609.558834,7.944641,0.055563,3136.318225,2962.053604,174.264622,558.300019,211.23443,1070.534448,10143.055141,202.861103,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1278.456514,3036.921888,0.038012,2043.010873,1965.351873,77.659,266.092754,118.981177,495.073931,5936.202467,237.448099,
6199,Earth,Saturn,2042-12-11T14:30:24Z,1355193024.33265,3142.317196,10339.553568,472.230776,180230.781847,0.984682,9.915992,5.450337,0.984682,1403.672259,45.815386,12408.238272,1000.249913,13408.488185,141.137403,236.682201,True,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,941654.56447,781497.228683,2230.946411,121788.240612,152508.361175,149817.78222,11900,47199.15761,booster,Departure,lox_lh2,rs25e,5,452,2279,17635,11395,4715.130544,0.652927,0.002361,617133.037475,615675.746231,1457.291244,101927.819085,3938.366152,123501.185237,941654.56447,28249.636934,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3350.224334,1.305853,0.001346,119276.81292,119116.279436,160.533484,12425.386989,1187.952835,15213.339824,201020.341758,3934.384105,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,2481.647654,2.285244,0.00824,28423.400836,28189.177943,234.222894,4822.311993,654.696692,7127.008686,66530.189014,1663.254725,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1861.235741,3.591097,0.012919,10463.002442,10327.832744,135.169698,1800.780593,353.130393,2755.910986,30979.779492,697.045039,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1300.249913,3142.317196,0.039305,6200.975009,5957.245918,243.729091,811.941952,188.395536,1220.337488,17760.866064,754.836808,
6200,Uranus,Jupiter,2044-08-01T01:06:00Z,1406898360.85701,6091.464406,27723.917003,60446.742717,193827.230005,18.405697,5.166303,11.786,5.166303,4.017479,9.797725,4404.892225,3168.075566,7572.967791,-199.536946,317.343116,True,227.189034,lox_lh2__lox_lh2__nto_mmh,3,496538.714476,383346.259275,6933.343456,64171.316466,104356.159092,85468.538198,3600,34276.235154,booster,Departure,lox_lh2,rs25e,3,452,2279,10581,6837,2554.83749,3.051886,0.000396,217565.905382,217479.804376,86.101007,37239.292552,4401.517974,52221.810526,496538.714476,12413.467862,,departure_upper,Departure,lox_lh2,rl10b2,10,465.5,110.1,3010,1101,1850.054734,10.681601,0.001384,75623.946425,75519.250465,104.69596,13679.205201,1732.464588,18421.669789,226750.998568,9636.917439,,cruise_arrival,Arrival,nto_mmh,aj10_190,11,319,43.7,1210,480.7,3395.2646,6091.464406,0.074787,90156.407468,83413.860978,6742.546489,13252.818713,362.23917,14825.057883,132705.382353,8625.849853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,Saturn,Jupiter,2033-06-25T06:57:41Z,1056567461.0743,7834.890985,6675.57046,67060.033473,115283.642504,9.01642,5.311443,7.163932,5.311443,16.741324,26.518885,8115.938466,571.239866,8687.178332,-133.68404,156.312366,False,260.61535,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,126251.192237,96363.751921,265.260005,16324.453573,22273.561969,23211.869855,9500,13600.056251,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,3733.331694,1.727581,0.000224,71876.281647,71860.178512,16.103135,12103.892634,999.403068,16630.295702,126251.192237,2525.023845,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2597.100309,4.146195,0.000538,16605.853529,16596.926043,8.927486,2873.006059,440.873231,4413.87929,37744.614888,849.253835,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1785.506462,8.292389,0.001075,5417.912255,5412.088365,5.82389,966.562302,257.384279,1524.94658,16724.88207,334.497641,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,831.855216,7834.890985,0.095144,2463.704492,2229.298997,234.405494,380.992578,151.755705,642.748283,9782.023234,391.280929,,,,,,,,,,,,,,,,,,,,,,
6202,Mars,Earth,2045-11-04T03:14:19Z,1446650059.61598,236.604186,4802.201528,159.425667,427.046416,1.653296,1.016603,1.334949,1.016603,497.917211,763.710065,2592.823936,2262.075349,4854.899285,-92.513094,142.542228,False,145.646979,lox_ch4__lox_lh2__nto_mmh,3,32133.846035,21783.8145,85.539093,2557.879368,4577.241855,5547.830008,0,1301.593795,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,1503.837883,2.961275,0.001083,11407.907181,11395.554864,12.352317,1212.473472,632.409015,3369.882487,32133.846035,459.407303,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1088.986053,10.364461,0.01193,3718.453335,3674.092219,44.361117,671.449306,288.519609,1260.968915,17356.056368,347.121127,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,2407.722327,236.604186,0.00433,6657.453984,6628.628326,28.825659,673.956591,133.022015,916.978606,12376.634118,495.065365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,Jupiter,Uranus,2035-04-12T07:13:55Z,1113246835.17483,5391.11095,1436.385134,52052.767694,104724.941308,4.954381,18.292454,11.623417,4.954381,55.447172,10.073734,13720.955557,399.271883,14120.22744,73.299031,141.153133,False,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,238792.351171,194116.902658,54.148335,32226.81462,38788.330502,43239.063379,15280,21924.764103,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,5213.963112,0.771512,0.0001,165147.796116,165131.271591,16.524525,27350.587422,1008.172316,35412.759738,238792.351171,5372.827901,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,3704.658,1.543025,0.0002,21506.457973,21502.154358,4.303615,3611.744764,364.732895,5076.477659,38231.795318,860.215395,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2744.191111,2.700293,0.00035,5335.112984,5333.244826,1.868158,909.639806,258.927688,1718.567494,11648.859685,232.977194,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2058.143334,4.243318,0.00055,1668.247469,1667.329598,0.917871,288.879006,166.052009,755.931014,4595.179208,91.903584,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,699.271883,5391.11095,0.066482,459.288116,428.75395,30.534167,65.963622,99.363851,275.327473,2171.000724,86.840029,
6204,Earth,Uranus,2029-06-28T12:38:58Z,930616738.062495,7685.396649,744.956191,570.562294,54125.245154,1.016616,18.290046,9.653331,1.016616,1316.87428,14.605073,17174.133296,1281.353783,18455.487079,157.552302,252.791118,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,924099.873102,770679.5633,4793.234837,129880.007805,142367.081548,152675.35361,12415,42409.901166,booster,Departure,lox_lh2,rs25e,5,452,2279,17635,11395,6526.170653,1.658046,0.005581,713028.890672,709049.544164,3979.346508,119951.577889,1613.673165,139200.251054,924099.873102,27722.996193,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,4637.01599,3.316091,0.011131,46515.896909,45998.144112,517.752797,7983.823599,419.522328,10053.345927,71870.731376,1796.768284,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,3434.826659,5.80316,0.019397,8265.807359,8105.473166,160.334193,1449.769558,261.614457,2261.384016,15301.48854,306.029771,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2576.119994,9.119251,0.030312,2095.050508,2031.545252,63.505256,375.636011,162.086292,838.722303,4774.297166,95.485943,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1581.353783,7685.396649,0.093416,773.917852,701.621769,72.296084,119.200749,92.449562,321.65031,1840.524354,73.620974,
6205,Mars,Saturn,2041-07-03T08:59:08Z,1309726748.40207,2076.634155,22583.614524,732.841608,333232.90532,1.426309,10.066895,5.746602,1.426309,669.007154,41.213153,14501.996022,867.397004,15369.393025,176.302639,240.439063,True,300,lox_ch4__lox_ch4__lox_ch4__lox_lh2__nto_mmh,5,5925718.856301,5292109.936723,3400.629674,551442.155643,635546.618298,611025.305054,4080,351940.757248,booster,Departure,lox_ch4,raptor,24,350,2747,36600,65928,5510.758488,0.989344,0.000486,4736415.570499,4734112.728454,2302.842045,490844.106865,12017.156406,539461.263271,5925718.856301,325914.537097,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,3915.538926,1.978688,0.000972,422745.303803,422334.326775,410.977029,44445.915282,2839.174435,50485.089717,649842.022531,15392.973096,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2900.399204,3.462704,0.001701,95589.635914,95427.070092,162.565822,10208.4766,1210.051968,13018.528568,176611.629011,3229.671228,,departure_upper,Departure,lox_lh2,rl10b2,3,465.5,110.1,903,330.3,2175.299403,5.441392,0.008682,25916.962565,25691.953541,225.009024,4533.033411,572.930457,6008.963868,68003.464529,1700.086613,,cruise_arrival,Arrival,nto_mmh,aj10_190,3,319,43.7,330,131.1,1167.397004,2076.634155,0.026151,11442.463942,11143.228187,299.235754,1410.623485,310.836145,2051.45963,36077.538096,1623.489214,
6206,Venus,Jupiter,2026-01-17T01:20:01Z,821884801.186754,791.47917,1398.110646,647.211959,188161.092233,0.728139,5.435581,3.08186,0.728139,2567.025099,143.29546,14941.182004,723.20994,15664.391944,167.886658,230.202479,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,392664.027435,325476.291338,1902.848071,53905.329229,62964.032865,65789.625451,15280,25931.509624,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,5677.649161,0.705543,0.00495,283975.654912,282569.851968,1405.802944,46960.333638,1281.073379,55295.407017,392664.027435,8834.940617,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,4034.119141,1.411085,0.009876,31815.860809,31501.635829,314.224979,5332.043629,402.882676,7384.926305,53392.965507,1334.824138,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2988.236401,2.469399,0.01722,6968.04327,6848.056564,119.986705,1184.857254,268.314451,2003.171706,14192.178393,283.843568,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2241.177301,3.880485,0.026926,2059.434656,2003.982595,55.45206,355.433331,168.04461,824.477941,5220.963418,104.419268,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1023.20994,791.47917,0.01123,657.297692,649.91631,7.381382,72.661376,98.981106,281.642483,2337.050821,93.482033,
6207,Jupiter,Saturn,2026-03-13T10:25:44Z,826669544.970502,2059.851016,2620.675509,86624.792886,341988.145977,5.23668,9.030008,7.133344,5.23668,49.630203,26.746799,13582.821636,1291.605315,14874.426951,249.015723,322.701982,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,407880.637331,337166.313088,85.171515,55618.732611,68767.016769,68093.648733,15280,27133.11315,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,5161.472222,0.56077,0.000073,280587.626657,280567.219962,20.406694,46236.68746,1622.830862,54913.518322,407880.637331,9177.31434,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,3667.361842,1.12154,0.000145,40449.890217,40444.006718,5.883499,6745.718618,534.9835,8930.702118,72379.492352,1809.487309,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2716.564327,1.962696,0.000255,10455.727793,10453.066535,2.661258,1766.519099,338.324923,2654.844022,22998.900017,459.978,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2037.423245,3.084236,0.0004,3560.882307,3559.458165,1.424142,609.702397,202.570081,1113.272478,9888.328203,197.766564,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1591.605315,2059.851016,0.025943,2112.186115,2057.390194,54.795921,260.105038,111.206755,481.311793,5214.173417,208.566937,
6208,Venus,Saturn,2040-05-22T10:31:04Z,1274567464.32536,1228.876174,1715.451359,578.587259,121413.410046,0.722112,9.90908,5.315596,0.722112,2610.04772,48.167503,10961.314881,821.911361,11783.226241,134.332212,173.57319,False,300,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,119251.64532,95959.092835,537.196267,15833.34983,18957.61782,21577.101126,9500,12544.498228,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,5042.204845,0.605146,0.004326,81130.750135,80779.802869,350.947266,13384.21508,689.36566,17600.58074,119251.64532,2385.032906,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,3507.620762,1.45235,0.01035,11191.670551,11075.833829,115.836722,1876.853531,289.18902,2716.042551,20520.314445,410.406289,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2411.489274,2.9047,0.020593,2746.954901,2690.385771,56.56913,469.4292,175.042102,945.471301,6612.601343,132.252027,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1121.911361,1228.876174,0.015559,889.717248,875.874099,13.84315,102.85202,102.154514,315.006533,2920.175141,116.807006,,,,,,,,,,,,,,,,,,,,,,
6209,Venus,Uranus,2033-07-12T06:14:20Z,1058033660.81518,5381.399487,1595.239528,342.941669,79727.458303,0.726509,18.312154,9.519332,0.726509,2578.550851,15.019145,12919.591803,1239.961917,14159.55372,90.915121,157.952094,False,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,243299.560984,197936.016071,812.447673,32532.529744,40780.105048,43768.305384,15280,22340.2153,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,4909.444885,0.412771,0.002913,163080.326066,162605.193418,475.132648,26762.372338,1134.824682,34951.19702,243299.560984,5474.240122,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,3488.289787,0.825542,0.005818,24548.241382,24405.407721,142.83366,4070.24573,416.988435,5587.234165,45268.037897,1018.530853,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2583.918361,1.444699,0.01016,6668.706548,6600.951644,67.754905,1118.212829,287.62034,1955.833169,15132.562351,302.651247,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1937.93877,2.270241,0.015919,2274.92574,2238.710062,36.215678,385.891474,180.389788,867.281262,6508.022633,130.160453,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1539.961917,5381.399487,0.066366,1363.816335,1273.305553,90.510782,195.807373,100.952395,406.759768,3365.815632,134.632625,
6210,Saturn,Uranus,2037-04-15T23:08:23Z,1176721703.82025,9237.230051,30165.750834,127626.306032,94251.573999,9.24149,18.621931,13.93171,9.24149,15.935811,7.012119,7299.552679,926.54898,8226.101659,317.15195,74.482966,False,246.78305,lox_lh2__lox_lh2__nto_mmh,3,494356.686982,383272.956493,2008.962773,64247.350276,80490.652644,80917.979654,3600,22623.004951,booster,Departure,lox_lh2,rs25e,3,452,2279,10581,6837,4233.740554,1.185707,0.000154,304166.061207,304119.288794,46.772413,50783.014142,2592.219066,63956.233209,494356.686982,12358.917175,,departure_upper,Departure,lox_lh2,rl10b2,6,465.5,110.1,1806,660.6,3065.812125,4.149974,0.000538,61758.869503,61725.63701,33.232493,10685.369898,754.752804,13246.122702,126234.392567,4102.617758,,cruise_arrival,Arrival,nto_mmh,aj10_190,5,319,43.7,550,218.5,1173.33203,9237.230051,0.111192,17348.025783,15419.067917,1928.957867,2778.966236,386.657508,3715.623744,51229.400362,2561.470018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,Venus,Jupiter,2041-09-21T07:24:16Z,1316633056.85313,1352.555733,2968.944192,369.29083,135407.621623,0.718618,5.018663,2.86864,0.718618,2635.494431,165.388751,9810.820053,943.906864,10754.726917,101.855945,212.73528,True,300,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,128557.654972,102180.423642,721.939928,16882.941098,21220.909818,23408.287139,9500,13114.112446,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4512.977225,0.706679,0.005104,82265.414073,81845.557158,419.856915,13604.378271,829.956314,17961.334585,128557.654972,2571.153099,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,3139.462417,1.69603,0.012205,14356.427883,14181.205982,175.221901,2416.501674,341.743499,3858.245173,28330.906314,637.445392,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2158.380412,3.392059,0.024261,3869.827823,3775.940878,93.886944,664.716411,200.956787,1166.673198,10116.233259,202.324665,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1243.906864,1352.555733,0.019526,1688.753863,1655.779696,32.974167,197.344741,114.689442,422.034183,5079.732238,203.18929,,,,,,,,,,,,,,,,,,,,,,
